"CD_MUN","AREA_KM2","time_taken_min","adt_start"
"1504950",2808.195,0.729,2022-03-28 22:30:30
"1504950",2808.195,0.858,2022-03-28 22:31:14
"1504950",2808.195,0.813,2022-03-28 22:32:06
"1504950",2808.195,0.613,2022-03-28 22:33:05
"1504950",2808.195,0.925,2022-03-28 22:33:42
"1504950",2808.195,1.096,2022-03-28 22:34:37
"1504950",2808.195,0.902,2022-03-28 22:35:54
"1504950",2808.195,0.719,2022-03-28 22:36:54
"1504950",2808.195,0.943,2022-03-28 22:37:38
"1504950",2808.195,0.663,2022-03-28 22:38:34
"1504950",2808.195,1.925,2022-03-28 22:39:15
"1504950",2808.195,1.255,2022-03-28 22:41:10
"1504950",2808.195,0.776,2022-03-28 22:42:35
"1504950",2808.195,0.851,2022-03-28 22:43:22
"1504950",2808.195,0.918,2022-03-28 22:44:13
"1504950",2808.195,1.086,2022-03-28 22:45:10
"1504950",2808.195,0.941,2022-03-28 22:46:15
"1504950",2808.195,0.964,2022-03-28 22:47:12
"1504950",2808.195,1.241,2022-03-28 22:48:10
"1504950",2808.195,1.442,2022-03-28 22:49:24
"1504950",2808.195,0.484,2022-03-28 22:50:51
"1504950",2808.195,1.239,2022-03-28 22:51:20
"1504950",2808.195,1.059,2022-03-28 22:52:34
"1504950",2808.195,1.364,2022-03-28 22:53:39
"1504950",2808.195,1.018,2022-03-28 22:55:01
"1504950",2808.195,1.737,2022-03-28 22:56:02
"1504950",2808.195,1.669,2022-03-28 22:57:47
"1504950",2808.195,0.893,2022-03-28 22:59:27
"1504950",2808.195,1.387,2022-03-28 23:00:21
"1504950",2808.195,0.903,2022-03-28 23:01:44
"1504950",2808.195,0.862,2022-03-28 23:02:39
"1504950",2808.195,1.128,2022-03-28 23:03:31
"1504950",2808.195,0.862,2022-03-28 23:04:39
"1504950",2808.195,0.76,2022-03-28 23:05:31
"1504950",2808.195,1.292,2022-03-28 23:06:17
"1504950",2808.195,1.834,2022-03-28 23:07:35
"1100056",2783.3,0.377,2022-03-28 23:09:25
"1100056",2783.3,0.173,2022-03-28 23:09:48
"1100056",2783.3,0.142,2022-03-28 23:09:58
"1100056",2783.3,0.128,2022-03-28 23:10:07
"1100056",2783.3,0.845,2022-03-28 23:10:14
"1100056",2783.3,0.565,2022-03-28 23:11:08
"1100056",2783.3,0.199,2022-03-28 23:11:42
"1100056",2783.3,0.509,2022-03-28 23:11:55
"1100056",2783.3,0.18,2022-03-28 23:12:25
"1100056",2783.3,0.184,2022-03-28 23:12:36
"1100056",2783.3,0.131,2022-03-28 23:12:47
"1100056",2783.3,0.137,2022-03-28 23:12:55
"1100056",2783.3,0.12,2022-03-28 23:13:03
"1100056",2783.3,0.141,2022-03-28 23:13:10
"1100056",2783.3,0.112,2022-03-28 23:13:19
"1100056",2783.3,0.135,2022-03-28 23:13:26
"1100056",2783.3,0.237,2022-03-28 23:13:34
"1100056",2783.3,0.135,2022-03-28 23:13:48
"1100056",2783.3,0.13,2022-03-28 23:13:56
"1100056",2783.3,0.129,2022-03-28 23:14:04
"1100056",2783.3,0.14,2022-03-28 23:14:12
"1100056",2783.3,0.148,2022-03-28 23:14:20
"1100056",2783.3,0.309,2022-03-28 23:14:29
"1100056",2783.3,0.583,2022-03-28 23:14:47
"1100056",2783.3,0.176,2022-03-28 23:15:22
"1100056",2783.3,0.152,2022-03-28 23:15:33
"1100056",2783.3,0.186,2022-03-28 23:15:42
"1100056",2783.3,0.147,2022-03-28 23:15:53
"1100056",2783.3,0.212,2022-03-28 23:16:02
"1100056",2783.3,0.133,2022-03-28 23:16:15
"1100056",2783.3,0.136,2022-03-28 23:16:23
"1100056",2783.3,0.169,2022-03-28 23:16:31
"1100056",2783.3,0.177,2022-03-28 23:16:41
"1100056",2783.3,0.184,2022-03-28 23:16:52
"1100056",2783.3,0.287,2022-03-28 23:17:05
"1100056",2783.3,0.2,2022-03-28 23:17:22
"5105176",2778.986,0.131,2022-03-28 23:17:34
"5105176",2778.986,0.084,2022-03-28 23:17:42
"5105176",2778.986,0.082,2022-03-28 23:17:47
"5105176",2778.986,0.084,2022-03-28 23:17:52
"5105176",2778.986,0.082,2022-03-28 23:17:57
"5105176",2778.986,0.08,2022-03-28 23:18:02
"5105176",2778.986,0.085,2022-03-28 23:18:07
"5105176",2778.986,0.08,2022-03-28 23:18:12
"5105176",2778.986,0.071,2022-03-28 23:18:17
"5105176",2778.986,0.077,2022-03-28 23:18:21
"5105176",2778.986,0.08,2022-03-28 23:18:26
"5105176",2778.986,0.088,2022-03-28 23:18:31
"5105176",2778.986,0.074,2022-03-28 23:18:36
"5105176",2778.986,0.071,2022-03-28 23:18:40
"5105176",2778.986,0.064,2022-03-28 23:18:45
"5105176",2778.986,0.076,2022-03-28 23:18:48
"5105176",2778.986,0.078,2022-03-28 23:18:53
"5105176",2778.986,0.095,2022-03-28 23:18:58
"5105176",2778.986,0.104,2022-03-28 23:19:03
"5105176",2778.986,0.201,2022-03-28 23:19:10
"5105176",2778.986,0.088,2022-03-28 23:19:22
"5105176",2778.986,0.088,2022-03-28 23:19:27
"5105176",2778.986,0.118,2022-03-28 23:19:33
"5105176",2778.986,0.134,2022-03-28 23:19:40
"5105176",2778.986,0.127,2022-03-28 23:19:48
"5105176",2778.986,0.28,2022-03-28 23:19:56
"5105176",2778.986,0.083,2022-03-28 23:20:12
"5105176",2778.986,0.085,2022-03-28 23:20:17
"5105176",2778.986,0.086,2022-03-28 23:20:22
"5105176",2778.986,0.079,2022-03-28 23:20:28
"5105176",2778.986,0.088,2022-03-28 23:20:32
